1,cyclonegenesis date,2020-01-08T15:00:00+09:00
2,lifetime (hour),90
3,max. developing rate,1.18,37.5,146.2
4,minimum SLP,959.1,57.5,173.8
100,No. of timestep (or No. of lines),16
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2020-01-08,15:00:00,36.2,141.2,992.6,-999
110,2,2020-01-08,21:00:00,37.5,146.2,984.8,1.18
110,3,2020-01-09,03:00:00,37.5,151.2,980.4,0.74
110,4,2020-01-09,09:00:00,38.8,156.2,977.2,0.67
110,5,2020-01-09,15:00:00,38.8,161.2,973.3,0.35
110,6,2020-01-09,21:00:00,41.2,167.5,973.5,0.32
110,7,2020-01-10,03:00:00,43.8,171.2,969.7,0.36
110,8,2020-01-10,09:00:00,47.5,175.0,969.3,0.09
110,9,2020-01-10,15:00:00,50.0,177.5,968.6,0.26
110,10,2020-01-10,21:00:00,53.8,177.5,965.9,0.28
110,11,2020-01-11,03:00:00,56.2,177.5,964.8,0.35
110,12,2020-01-11,09:00:00,57.5,175.0,961.0,0.36
110,13,2020-01-11,15:00:00,57.5,173.8,959.7,0.13
110,14,2020-01-11,21:00:00,57.5,173.8,959.1,-0.17
110,15,2020-01-12,03:00:00,58.8,173.8,962.2,-0.54
110,16,2020-01-12,09:00:00,60.0,175.0,967.0,-999
