1,cyclonegenesis date,2016-01-17T09:00:00+09:00
2,lifetime (hour),90
3,max. developing rate,1.08,33.8,137.5
4,minimum SLP,974.1,42.5,147.5
100,No. of timestep (or No. of lines),16
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2016-01-17,09:00:00,23.8,122.5,1009.0,-999
110,2,2016-01-17,15:00:00,28.8,127.5,1003.5,0.97
110,3,2016-01-17,21:00:00,31.2,130.0,1001.1,0.94
110,4,2016-01-18,03:00:00,32.5,133.8,995.2,0.97
110,5,2016-01-18,09:00:00,33.8,137.5,992.3,1.08
110,6,2016-01-18,15:00:00,36.2,142.5,985.0,0.87
110,7,2016-01-18,21:00:00,37.5,145.0,983.6,0.56
110,8,2016-01-19,03:00:00,40.0,146.2,979.2,0.81
110,9,2016-01-19,09:00:00,41.2,146.2,974.8,0.46
110,10,2016-01-19,15:00:00,42.5,147.5,974.1,-0.08
110,11,2016-01-19,21:00:00,42.5,147.5,975.7,-0.33
110,12,2016-01-20,03:00:00,42.5,148.8,977.9,-0.28
110,13,2016-01-20,09:00:00,43.8,151.2,978.9,0.03
110,14,2016-01-20,15:00:00,43.8,151.2,977.5,0.04
110,15,2016-01-20,21:00:00,43.8,151.2,978.4,-0.25
110,16,2016-01-21,03:00:00,43.8,151.2,980.4,-999
