1,cyclonegenesis date,2011-02-27T09:00:00+09:00
2,lifetime (hour),168
3,max. developing rate,1.53,42.5,157.5
4,minimum SLP,959.5,47.5,156.2
100,No. of timestep (or No. of lines),29
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2011-02-27,09:00:00,35.0,122.5,1015.1,-999
110,2,2011-02-27,15:00:00,35.0,125.0,1011.9,0.25
110,3,2011-02-27,21:00:00,35.0,126.2,1012.7,0.01
110,4,2011-02-28,03:00:00,33.8,132.5,1011.8,0.29
110,5,2011-02-28,09:00:00,33.8,135.0,1010.0,0.62
110,6,2011-02-28,15:00:00,33.8,137.5,1005.9,0.23
110,7,2011-02-28,21:00:00,33.8,143.8,1007.8,0.2
110,8,2011-03-01,03:00:00,33.8,146.2,1004.0,0.4
110,9,2011-03-01,09:00:00,33.8,148.8,1004.0,0.21
110,10,2011-03-01,15:00:00,33.8,150.0,1002.0,0.39
110,11,2011-03-01,21:00:00,35.0,152.5,1000.3,0.6
110,12,2011-03-02,03:00:00,36.2,152.5,996.2,0.81
110,13,2011-03-02,09:00:00,38.8,155.0,992.2,0.61
110,14,2011-03-02,15:00:00,40.0,156.2,989.7,1.01
110,15,2011-03-02,21:00:00,42.5,157.5,981.2,1.53
110,16,2011-03-03,03:00:00,43.8,157.5,972.2,1.31
110,17,2011-03-03,09:00:00,46.2,157.5,965.8,1.04
110,18,2011-03-03,15:00:00,47.5,156.2,959.5,0.4
110,19,2011-03-03,21:00:00,48.8,155.0,960.8,-0.03
110,20,2011-03-04,03:00:00,48.8,155.0,959.9,-0.6
110,21,2011-03-04,09:00:00,50.0,153.8,968.4,-1.18
110,22,2011-03-04,15:00:00,51.2,153.8,975.2,-0.98
110,23,2011-03-04,21:00:00,52.5,152.5,981.3,-0.63
110,24,2011-03-05,03:00:00,53.8,151.2,983.7,-0.37
110,25,2011-03-05,09:00:00,53.8,151.2,986.4,-0.28
110,26,2011-03-05,15:00:00,53.8,155.0,987.6,-0.01
110,27,2011-03-05,21:00:00,55.0,151.2,986.5,0.06
110,28,2011-03-06,03:00:00,55.0,148.8,986.8,-0.19
110,29,2011-03-06,09:00:00,56.2,146.2,989.2,-999
