1,cyclonegenesis date,2015-03-09T03:00:00+09:00
2,lifetime (hour),102
3,max. developing rate,1.73,35.0,141.2
4,minimum SLP,971.7,45.0,141.2
100,No. of timestep (or No. of lines),18
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2015-03-09,03:00:00,28.8,127.5,1013.6,-999
110,2,2015-03-09,09:00:00,31.2,131.2,1010.9,1.22
110,3,2015-03-09,15:00:00,31.2,133.8,1002.9,1.06
110,4,2015-03-09,21:00:00,33.8,138.8,1001.6,1.19
110,5,2015-03-10,03:00:00,35.0,141.2,991.7,1.73
110,6,2015-03-10,09:00:00,38.8,143.8,984.8,1.32
110,7,2015-03-10,15:00:00,41.2,145.0,977.7,1.06
110,8,2015-03-10,21:00:00,43.8,143.8,973.0,0.51
110,9,2015-03-11,03:00:00,45.0,141.2,971.7,-0.21
110,10,2015-03-11,09:00:00,45.0,141.2,975.5,-0.55
110,11,2015-03-11,15:00:00,45.0,141.2,978.3,-0.66
110,12,2015-03-11,21:00:00,46.2,142.5,983.4,-0.55
110,13,2015-03-12,03:00:00,47.5,143.8,985.0,-0.27
110,14,2015-03-12,09:00:00,47.5,143.8,986.8,-0.42
110,15,2015-03-12,15:00:00,47.5,143.8,990.2,-0.56
110,16,2015-03-12,21:00:00,48.8,148.8,993.8,-0.34
110,17,2015-03-13,03:00:00,50.0,152.5,994.6,0.12
110,18,2015-03-13,09:00:00,56.2,161.2,992.3,-999
