1,cyclonegenesis date,2019-03-09T21:00:00+09:00
2,lifetime (hour),126
3,max. developing rate,1.42,36.2,141.2
4,minimum SLP,973.2,41.2,147.5
100,No. of timestep (or No. of lines),22
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2019-03-09,21:00:00,26.2,125.0,1009.4,-999
110,2,2019-03-10,03:00:00,27.5,126.2,1005.3,0.84
110,3,2019-03-10,09:00:00,28.8,128.8,1002.8,0.67
110,4,2019-03-10,15:00:00,30.0,132.5,999.8,0.78
110,5,2019-03-10,21:00:00,32.5,135.0,996.2,0.92
110,6,2019-03-11,03:00:00,33.8,137.5,991.4,1.02
110,7,2019-03-11,09:00:00,36.2,141.2,986.6,1.42
110,8,2019-03-11,15:00:00,38.8,143.8,977.2,1.16
110,9,2019-03-11,21:00:00,40.0,146.2,974.3,0.37
110,10,2019-03-12,03:00:00,41.2,147.5,973.2,-0.21
110,11,2019-03-12,09:00:00,42.5,150.0,976.6,-0.45
110,12,2019-03-12,15:00:00,43.8,152.5,978.4,-0.42
110,13,2019-03-12,21:00:00,45.0,153.8,981.5,-0.32
110,14,2019-03-13,03:00:00,46.2,155.0,982.3,-0.09
110,15,2019-03-13,09:00:00,46.2,155.0,982.6,-0.13
110,16,2019-03-13,15:00:00,46.2,156.2,983.9,-0.42
110,17,2019-03-13,21:00:00,46.2,157.5,987.7,-0.39
110,18,2019-03-14,03:00:00,46.2,160.0,988.7,-0.14
110,19,2019-03-14,09:00:00,47.5,162.5,989.4,0.05
110,20,2019-03-14,15:00:00,47.5,165.0,988.1,0.21
110,21,2019-03-14,21:00:00,47.5,166.2,986.8,0.29
110,22,2019-03-15,03:00:00,47.5,168.8,984.5,-999
