1,cyclonegenesis date,2013-01-21T09:00:00+09:00
2,lifetime (hour),144
3,max. developing rate,1.42,36.2,142.5
4,minimum SLP,970.0,45.0,170.0
100,No. of timestep (or No. of lines),25
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2013-01-21,09:00:00,35.0,123.8,1019.2,-999
110,2,2013-01-21,15:00:00,35.0,126.2,1016.5,0.34
110,3,2013-01-21,21:00:00,35.0,128.8,1015.9,0.32
110,4,2013-01-22,03:00:00,35.0,133.8,1013.4,0.61
110,5,2013-01-22,09:00:00,35.0,137.5,1010.0,1.17
110,6,2013-01-22,15:00:00,36.2,142.5,1002.0,1.42
110,7,2013-01-22,21:00:00,36.2,146.2,995.8,1.21
110,8,2013-01-23,03:00:00,36.2,150.0,989.9,0.9
110,9,2013-01-23,09:00:00,37.5,153.8,986.8,0.67
110,10,2013-01-23,15:00:00,37.5,157.5,983.0,1.04
110,11,2013-01-23,21:00:00,38.8,161.2,976.1,0.76
110,12,2013-01-24,03:00:00,41.2,165.0,974.9,0.32
110,13,2013-01-24,09:00:00,42.5,167.5,972.5,0.43
110,14,2013-01-24,15:00:00,45.0,170.0,970.0,-0.04
110,15,2013-01-24,21:00:00,46.2,171.2,973.0,-0.29
110,16,2013-01-25,03:00:00,48.8,171.2,973.6,-0.17
110,17,2013-01-25,09:00:00,50.0,171.2,975.2,-0.26
110,18,2013-01-25,15:00:00,51.2,171.2,977.0,-0.13
110,19,2013-01-25,21:00:00,51.2,172.5,976.9,-0.18
110,20,2013-01-26,03:00:00,52.5,171.2,979.4,-0.44
110,21,2013-01-26,09:00:00,52.5,171.2,982.8,-0.62
110,22,2013-01-26,15:00:00,52.2,170.0,987.7,-0.75
110,23,2013-01-26,21:00:00,52.5,170.0,992.8,-0.59
110,24,2013-01-27,03:00:00,53.8,170.0,995.6,-0.47
110,25,2013-01-27,09:00:00,53.8,168.8,999.2,-999
