1,cyclonegenesis date,2010-03-15T03:00:00+09:00
2,lifetime (hour),102
3,max. developing rate,1.19,50.0,153.8
4,minimum SLP,957.8,57.5,163.8
100,No. of timestep (or No. of lines),18
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2010-03-15,03:00:00,35.0,123.8,1008.6,-999
110,2,2010-03-15,09:00:00,36.2,126.2,1006.2,0.75
110,3,2010-03-15,15:00:00,40.0,131.2,1001.1,0.77
110,4,2010-03-15,21:00:00,41.2,135.0,997.8,0.68
110,5,2010-03-16,03:00:00,43.8,140.0,993.5,0.6
110,6,2010-03-16,09:00:00,45.0,143.8,990.8,0.57
110,7,2010-03-16,15:00:00,46.2,147.5,986.7,0.59
110,8,2010-03-16,21:00:00,47.5,151.2,983.6,0.95
110,9,2010-03-17,03:00:00,50.0,153.8,974.8,1.19
110,10,2010-03-17,09:00:00,51.2,156.2,968.1,0.87
110,11,2010-03-17,15:00:00,52.5,160.0,963.3,0.63
110,12,2010-03-17,21:00:00,55.0,163.8,959.6,0.4
110,13,2010-03-18,03:00:00,57.5,163.8,957.8,-0.08
110,14,2010-03-18,09:00:00,57.5,163.8,960.8,-0.49
110,15,2010-03-18,15:00:00,58.8,163.8,964.8,-0.74
110,16,2010-03-18,21:00:00,58.8,163.8,971.5,-0.92
110,17,2010-03-19,03:00:00,60.0,163.8,978.1,-0.94
110,18,2010-03-19,09:00:00,60.0,165.0,985.3,-999
