1,cyclonegenesis date,2020-10-22T21:00:00+09:00
2,lifetime (hour),60
3,max. developing rate,1.17,40.0,136.2
4,minimum SLP,979.6,47.5,140.0
100,No. of timestep (or No. of lines),11
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2020-10-22,21:00:00,38.8,133.8,1006.1,-999
110,2,2020-10-23,03:00:00,40.0,136.2,999.7,1.17
110,3,2020-10-23,09:00:00,42.5,137.5,993.3,1.11
110,4,2020-10-23,15:00:00,45.0,140.0,987.0,1.14
110,5,2020-10-23,21:00:00,47.5,140.0,979.6,0.51
110,6,2020-10-24,03:00:00,48.8,140.0,980.6,-0.31
110,7,2020-10-24,09:00:00,48.8,140.0,983.5,-0.21
110,8,2020-10-24,15:00:00,48.8,140.0,983.3,-0.21
110,9,2020-10-24,21:00:00,48.8,141.2,986.2,-0.42
110,10,2020-10-25,03:00:00,48.8,142.5,988.7,-0.42
110,11,2020-10-25,09:00:00,47.5,143.8,991.5,-999
