1,cyclonegenesis date,2010-02-01T03:00:00+09:00
2,lifetime (hour),78
3,max. developing rate,1.95,36.2,148.8
4,minimum SLP,970.3,43.8,163.8
100,No. of timestep (or No. of lines),14
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2010-02-01,03:00:00,30.0,128.8,1012.0,-999
110,2,2010-02-01,09:00:00,31.2,130.0,1008.3,1.09
110,3,2010-02-01,15:00:00,31.2,135.0,1002.4,1.07
110,4,2010-02-01,21:00:00,33.8,142.5,998.9,1.59
110,5,2010-02-02,03:00:00,36.2,148.8,987.4,1.95
110,6,2010-02-02,09:00:00,37.5,153.8,979.4,1.56
110,7,2010-02-02,15:00:00,40.0,157.5,971.3,0.82
110,8,2010-02-02,21:00:00,42.5,161.2,970.5,0.09
110,9,2010-02-03,03:00:00,43.8,163.8,970.3,0.02
110,10,2010-02-03,09:00:00,45.0,166.2,970.3,-0.28
110,11,2010-02-03,15:00:00,45.0,168.8,973.7,-0.54
110,12,2010-02-03,21:00:00,45.0,172.5,976.8,-0.63
110,13,2010-02-04,03:00:00,46.2,176.2,981.2,-0.85
110,14,2010-02-04,09:00:00,46.2,180.0,987.2,-999
