1,cyclonegenesis date,2016-10-02T15:00:00+09:00
2,lifetime (hour),138
3,max. developing rate,1.13,46.2,150.0
4,minimum SLP,967.0,50.0,171.2
100,No. of timestep (or No. of lines),24
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2016-10-02,15:00:00,45.0,112.5,1000.0,-999
110,2,2016-10-02,21:00:00,43.8,116.2,1000.8,-0.21
110,3,2016-10-03,03:00:00,43.8,121.2,1002.5,-0.21
110,4,2016-10-03,09:00:00,45.0,128.8,1003.3,0.24
110,5,2016-10-03,15:00:00,45.0,133.8,999.6,0.52
110,6,2016-10-03,21:00:00,43.8,141.2,997.1,0.73
110,7,2016-10-04,03:00:00,45.0,145.0,991.0,1.11
110,8,2016-10-04,09:00:00,46.2,150.0,983.8,1.13
110,9,2016-10-04,15:00:00,46.2,152.5,977.2,0.64
110,10,2016-10-04,21:00:00,47.5,157.5,976.0,0.45
110,11,2016-10-05,03:00:00,47.5,162.5,971.6,0.28
110,12,2016-10-05,09:00:00,48.8,168.8,972.5,0.36
110,13,2016-10-05,15:00:00,50.0,171.2,967.0,0.35
110,14,2016-10-05,21:00:00,48.8,172.5,968.0,-0.09
110,15,2016-10-06,03:00:00,50.0,176.2,968.2,-0.28
110,16,2016-10-06,09:00:00,51.2,178.8,971.6,-0.42
110,17,2016-10-06,15:00:00,56.2,177.5,973.7,-0.28
110,18,2016-10-06,21:00:00,57.5,176.2,975.5,-0.12
110,19,2016-10-07,03:00:00,58.8,173.8,975.4,-0.07
110,20,2016-10-07,09:00:00,60.0,171.2,976.5,-0.01
110,21,2016-10-07,15:00:00,60.0,170.0,975.6,0.1
110,22,2016-10-07,21:00:00,60.0,168.8,975.1,-0.03
110,23,2016-10-08,03:00:00,60.0,167.5,976.1,-0.15
110,24,2016-10-08,09:00:00,58.8,166.2,977.3,-999
