1,cyclonegenesis date,2013-02-12T15:00:00+09:00
2,lifetime (hour),90
3,max. developing rate,1.96,37.5,147.5
4,minimum SLP,968.8,43.8,172.5
100,No. of timestep (or No. of lines),16
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2013-02-12,15:00:00,28.8,128.8,1014.8,-999
110,2,2013-02-12,21:00:00,31.2,133.8,1014.3,0.68
110,3,2013-02-13,03:00:00,33.8,138.8,1008.8,1.13
110,4,2013-02-13,09:00:00,36.2,143.8,1003.6,1.4
110,5,2013-02-13,15:00:00,37.5,147.5,994.8,1.96
110,6,2013-02-13,21:00:00,38.8,150.0,983.4,1.31
110,7,2013-02-14,03:00:00,38.8,153.8,980.9,0.05
110,8,2013-02-14,09:00:00,38.8,157.5,982.9,0.14
110,9,2013-02-14,15:00:00,40.0,162.5,979.4,0.66
110,10,2013-02-14,21:00:00,41.2,165.0,975.7,0.69
110,11,2013-02-15,03:00:00,41.2,167.5,971.7,0.61
110,12,2013-02-15,09:00:00,42.5,170.0,968.9,0.25
110,13,2013-02-15,15:00:00,43.8,172.5,968.8,-0.2
110,14,2013-02-15,21:00:00,43.8,173.8,971.3,-0.41
110,15,2013-02-16,03:00:00,45.0,176.2,973.6,-0.53
110,16,2013-02-16,09:00:00,46.2,178.8,977.7,-999
