1,cyclonegenesis date,2017-12-05T21:00:00+09:00
2,lifetime (hour),96
3,max. developing rate,1.06,48.8,151.2
4,minimum SLP,979.3,51.2,152.5
100,No. of timestep (or No. of lines),17
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2017-12-05,21:00:00,43.8,121.2,1017.5,-999
110,2,2017-12-06,03:00:00,42.5,121.2,1018.7,-0.2
110,3,2017-12-06,09:00:00,41.2,121.2,1019.8,0.02
110,4,2017-12-06,15:00:00,40.0,122.5,1018.5,-0.01
110,5,2017-12-06,21:00:00,40.0,131.2,1019.9,0
110,6,2017-12-07,03:00:00,40.0,132.5,1018.5,0.22
110,7,2017-12-07,09:00:00,38.8,133.8,1017.5,0.4
110,8,2017-12-07,15:00:00,38.8,136.2,1014.2,0.54
110,9,2017-12-07,21:00:00,40.0,138.8,1011.8,0.5
110,10,2017-12-08,03:00:00,40.0,142.5,1008.7,0.61
110,11,2017-12-08,09:00:00,40.0,146.2,1005.1,0.88
110,12,2017-12-08,15:00:00,42.5,150.0,999.1,0.9
110,13,2017-12-08,21:00:00,47.5,150.0,994.8,0.97
110,14,2017-12-09,03:00:00,48.8,151.2,987.0,1.06
110,15,2017-12-09,09:00:00,51.2,151.2,981.3,0.58
110,16,2017-12-09,15:00:00,51.2,152.5,979.3,0.12
110,17,2017-12-09,21:00:00,52.5,152.5,979.7,-999
