1,cyclonegenesis date,2014-05-14T09:00:00+09:00
2,lifetime (hour),180
3,max. developing rate,1.05,40.0,147.5
4,minimum SLP,970.4,45.0,147.5
100,No. of timestep (or No. of lines),31
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2014-05-14,09:00:00,31.3,123.8,1000.9,-999
110,2,2014-05-14,15:00:00,32.5,127.5,997.2,0.31
110,3,2014-05-14,21:00:00,32.5,130.0,998.1,0.32
110,4,2014-05-15,03:00:00,32.5,136.3,994.3,0.3
110,5,2014-05-15,09:00:00,35.0,138.8,995.4,0.36
110,6,2014-05-15,15:00:00,36.2,141.2,990.8,0.74
110,7,2014-05-15,21:00:00,37.5,145.0,988.0,0.84
110,8,2014-05-16,03:00:00,40.0,147.5,982.1,1.05
110,9,2014-05-16,09:00:00,42.5,148.8,976.6,0.83
110,10,2014-05-16,15:00:00,43.8,148.8,972.6,0.49
110,11,2014-05-16,21:00:00,45.0,147.5,970.8,0.18
110,12,2014-05-17,03:00:00,45.0,147.5,970.4,-0.46
110,13,2014-05-17,09:00:00,45.0,147.5,976.3,-0.87
110,14,2014-05-17,15:00:00,45.0,148.8,980.8,-0.78
110,15,2014-05-17,21:00:00,46.2,148.8,985.7,-0.49
110,16,2014-05-18,03:00:00,46.2,150.0,986.8,-0.35
110,17,2014-05-18,09:00:00,46.2,150.0,990.0,-0.33
110,18,2014-05-18,15:00:00,47.5,151.2,990.8,-0.29
110,19,2014-05-18,21:00:00,47.5,152.5,993.6,-0.31
110,20,2014-05-19,03:00:00,47.5,152.5,994.7,-0.27
110,21,2014-05-19,09:00:00,47.5,153.8,997.0,-0.28
110,22,2014-05-19,15:00:00,48.8,153.8,998.2,-0.24
110,23,2014-05-19,21:00:00,48.8,155.0,1000.1,-0.24
110,24,2014-05-20,03:00:00,48.8,155.0,1001.3,-0.3
110,25,2014-05-20,09:00:00,48.8,156.2,1003.9,-0.27
110,26,2014-05-20,15:00:00,48.8,156.2,1004.7,-0.22
110,27,2014-05-20,21:00:00,48.8,156.2,1006.7,-0.25
110,28,2014-05-21,03:00:00,48.8,156.2,1007.9,-0.27
110,29,2014-05-21,09:00:00,48.8,157.5,1010.2,-0.27
110,30,2014-05-21,15:00:00,48.8,157.5,1011.4,-0.29
110,31,2014-05-21,21:00:00,48.8,158.8,1013.9,-999
