1,cyclonegenesis date,2020-01-16T21:00:00+09:00
2,lifetime (hour),102
3,max. developing rate,1.32,30.0,137.5
4,minimum SLP,970.2,43.8,180.0
100,No. of timestep (or No. of lines),18
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2020-01-16,21:00:00,26.2,127.5,1016.0,-999
110,2,2020-01-17,03:00:00,26.2,128.8,1013.6,0.4
110,3,2020-01-17,09:00:00,27.5,131.2,1013.0,0.8
110,4,2020-01-17,15:00:00,28.8,133.8,1007.3,0.98
110,5,2020-01-17,21:00:00,30.0,137.5,1005.0,1.32
110,6,2020-01-18,03:00:00,31.2,138.8,996.1,0.97
110,7,2020-01-18,09:00:00,31.2,141.2,996.5,0.4
110,8,2020-01-18,15:00:00,32.5,145.0,992.6,0.89
110,9,2020-01-18,21:00:00,35.0,150.0,988.4,0.8
110,10,2020-01-19,03:00:00,35.0,151.2,984.8,0.91
110,11,2020-01-19,09:00:00,36.2,153.8,979.5,0.99
110,12,2020-01-19,15:00:00,37.5,156.2,974.9,0.49
110,13,2020-01-19,21:00:00,38.8,160.0,974.4,0.09
110,14,2020-01-20,03:00:00,40.0,165.0,973.9,-0.03
110,15,2020-01-20,09:00:00,41.2,170.0,974.7,0.01
110,16,2020-01-20,15:00:00,42.5,173.8,973.8,0.24
110,17,2020-01-20,21:00:00,43.8,177.5,971.9,0.31
110,18,2020-01-21,03:00:00,43.8,180.0,970.2,-999
