1,cyclonegenesis date,2013-03-20T09:00:00+09:00
2,lifetime (hour),78
3,max. developing rate,1.76,43.8,148.8
4,minimum SLP,950.5,48.8,155.0
100,No. of timestep (or No. of lines),14
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2013-03-20,09:00:00,37.5,133.8,1006.4,-999
110,2,2013-03-20,15:00:00,38.8,140.0,999.4,1.31
110,3,2013-03-20,21:00:00,40.0,142.5,992.5,1.61
110,4,2013-03-21,03:00:00,43.8,148.8,981.8,1.76
110,5,2013-03-21,09:00:00,46.2,151.2,971.8,1.74
110,6,2013-03-21,15:00:00,47.5,153.8,960.5,1.7
110,7,2013-03-21,21:00:00,48.8,155.0,950.5,0.38
110,8,2013-03-22,03:00:00,50.0,156.2,955.6,-0.76
110,9,2013-03-22,09:00:00,50.0,158.8,960.4,-1.01
110,10,2013-03-22,15:00:00,51.2,161.2,968.7,-1.16
110,11,2013-03-22,21:00:00,52.5,165.0,975.7,-1.08
110,12,2013-03-23,03:00:00,53.8,167.5,983.3,-1.1
110,13,2013-03-23,09:00:00,55.0,171.2,990.8,-1.17
110,14,2013-03-23,15:00:00,56.2,176.2,999.5,-999
