1,cyclonegenesis date,2016-12-01T09:00:00+09:00
2,lifetime (hour),96
3,max. developing rate,1.71,50.0,146.2
4,minimum SLP,961.9,51.2,150.0
100,No. of timestep (or No. of lines),17
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2016-12-01,09:00:00,43.8,136.2,1007.1,-999
110,2,2016-12-01,15:00:00,45.0,138.8,999.2,1.03
110,3,2016-12-01,21:00:00,47.5,141.2,994.8,0.83
110,4,2016-12-02,03:00:00,48.8,143.8,988.8,0.92
110,5,2016-12-02,09:00:00,50.0,146.2,983.1,1.71
110,6,2016-12-02,15:00:00,51.2,148.8,966.6,1.54
110,7,2016-12-02,21:00:00,52.5,148.8,962.7,0.35
110,8,2016-12-03,03:00:00,51.2,150.0,961.9,-0.39
110,9,2016-12-03,09:00:00,51.2,152.5,967.9,-1.07
110,10,2016-12-03,15:00:00,51.2,156.2,976.1,-1.02
110,11,2016-12-03,21:00:00,51.2,160.0,981.4,-0.54
110,12,2016-12-04,03:00:00,56.2,166.2,983.3,-0.12
110,13,2016-12-04,09:00:00,57.5,166.2,983.1,-0.26
110,14,2016-12-04,15:00:00,57.5,166.2,987.0,-0.71
110,15,2016-12-04,21:00:00,57.5,168.8,993.2,-0.72
110,16,2016-12-05,03:00:00,57.5,170.0,997.3,-0.61
110,17,2016-12-05,09:00:00,57.5,173.8,1002.0,-999
