1,cyclonegenesis date,2014-03-28T21:00:00+09:00
2,lifetime (hour),114
3,max. developing rate,1.15,36.2,138.8
4,minimum SLP,973.8,43.8,155.0
100,No. of timestep (or No. of lines),20
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2014-03-28,21:00:00,27.5,112.5,1004.7,-999
110,2,2014-03-29,03:00:00,30.0,116.2,1005.4,-0.14
110,3,2014-03-29,09:00:00,30.0,118.8,1005.9,0.15
110,4,2014-03-29,15:00:00,32.5,125.0,1004.1,0.41
110,5,2014-03-29,21:00:00,33.8,128.8,1002.2,0.59
110,6,2014-03-30,03:00:00,35.0,131.2,998.5,0.74
110,7,2014-03-30,09:00:00,36.2,135.0,995.0,0.97
110,8,2014-03-30,15:00:00,36.2,138.8,988.8,1.15
110,9,2014-03-30,21:00:00,37.5,142.5,983.5,1.02
110,10,2014-03-31,03:00:00,38.8,145.0,978.3,0.6
110,11,2014-03-31,09:00:00,40.0,147.5,977.1,0.33
110,12,2014-03-31,15:00:00,41.2,150.0,974.7,0.08
110,13,2014-03-31,21:00:00,42.5,152.5,976.2,-0.03
110,14,2014-04-01,03:00:00,43.8,153.8,975.1,0.08
110,15,2014-04-01,09:00:00,43.8,155.0,975.3,0.11
110,16,2014-04-01,15:00:00,43.8,155.0,973.8,-0.24
110,17,2014-04-01,21:00:00,43.8,157.5,978.1,-0.59
110,18,2014-04-02,03:00:00,43.8,160.0,980.7,-0.56
110,19,2014-04-02,09:00:00,43.8,163.8,984.7,-0.41
110,20,2014-04-02,15:00:00,43.8,167.5,985.5,-999
