1,cyclonegenesis date,2019-11-17T21:00:00+09:00
2,lifetime (hour),72
3,max. developing rate,1.51,40.0,130.0
4,minimum SLP,974.9,51.2,160.0
100,No. of timestep (or No. of lines),13
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2019-11-17,21:00:00,37.5,126.2,1012.3,-999
110,2,2019-11-18,03:00:00,40.0,130.0,1002.0,1.51
110,3,2019-11-18,09:00:00,42.5,133.8,995.8,0.87
110,4,2019-11-18,15:00:00,43.8,137.5,992.0,0.79
110,5,2019-11-18,21:00:00,46.2,140.0,986.5,0.49
110,6,2019-11-19,03:00:00,48.8,142.5,986.0,0.28
110,7,2019-11-19,09:00:00,48.8,145.0,982.9,0.37
110,8,2019-11-19,15:00:00,50.0,146.2,981.3,0.05
110,9,2019-11-19,21:00:00,50.0,147.5,982.2,0.02
110,10,2019-11-20,03:00:00,51.2,155.0,981.1,0.39
110,11,2019-11-20,09:00:00,51.2,160.0,977.1,0.47
110,12,2019-11-20,15:00:00,51.2,160.0,974.9,0.08
110,13,2019-11-20,21:00:00,51.2,161.2,976.0,-999
