1,cyclonegenesis date,2016-12-21T15:00:00+09:00
2,lifetime (hour),72
3,max. developing rate,1.34,43.8,155.0
4,minimum SLP,968.4,47.5,168.8
100,No. of timestep (or No. of lines),13
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2016-12-21,15:00:00,33.8,122.5,1013.5,-999
110,2,2016-12-21,21:00:00,36.2,125.0,1009.8,0.71
110,3,2016-12-22,03:00:00,37.5,127.5,1006.4,0.8
110,4,2016-12-22,09:00:00,38.8,131.2,1001.5,0.78
110,5,2016-12-22,15:00:00,38.8,133.8,998.1,0.65
110,6,2016-12-22,21:00:00,40.0,136.2,994.6,0.76
110,7,2016-12-23,03:00:00,41.2,138.8,989.8,0.42
110,8,2016-12-23,09:00:00,41.2,147.5,989.9,0.8
110,9,2016-12-23,15:00:00,43.8,155.0,980.9,1.34
110,10,2016-12-23,21:00:00,45.0,158.8,974.2,0.92
110,11,2016-12-24,03:00:00,46.2,163.8,969.9,0.47
110,12,2016-12-24,09:00:00,47.5,168.8,968.4,0.11
110,13,2016-12-24,15:00:00,50.0,176.2,968.5,-999
