1,cyclonegenesis date,2012-01-24T09:00:00+09:00
2,lifetime (hour),54
3,max. developing rate,1.15,37.5,158.8
4,minimum SLP,983.7,38.8,162.5
100,No. of timestep (or No. of lines),10
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2012-01-24,09:00:00,36.2,156.2,999.5,-999
110,2,2012-01-24,15:00:00,37.5,158.8,992.7,1.15
110,3,2012-01-24,21:00:00,38.8,160.0,987.6,0.85
110,4,2012-01-25,03:00:00,38.8,162.5,983.7,0.25
110,5,2012-01-25,09:00:00,40.0,165.0,984.9,-0.32
110,6,2012-01-25,15:00:00,41.2,166.2,987.2,-0.32
110,7,2012-01-25,21:00:00,41.2,168.8,988.5,-0.03
110,8,2012-01-26,03:00:00,41.2,172.5,987.5,0.05
110,9,2012-01-26,09:00:00,41.2,176.2,987.9,-0.27
110,10,2012-01-26,15:00:00,41.2,178.8,990.5,-999
