1,cyclonegenesis date,2016-11-02T21:00:00+09:00
2,lifetime (hour),78
3,max. developing rate,1.02,43.8,146.2
4,minimum SLP,983.6,48.8,151.2
100,No. of timestep (or No. of lines),14
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2016-11-02,21:00:00,37.5,133.8,1017.8,-999
110,2,2016-11-03,03:00:00,38.8,136.2,1011.7,0.69
110,3,2016-11-03,09:00:00,40.0,140.0,1010.5,0.58
110,4,2016-11-03,15:00:00,41.2,143.8,1005.4,0.96
110,5,2016-11-03,21:00:00,43.8,146.2,999.8,1.02
110,6,2016-11-04,03:00:00,45.0,148.8,993.4,0.67
110,7,2016-11-04,09:00:00,46.2,150.0,991.8,0.56
110,8,2016-11-04,15:00:00,48.8,151.2,986.5,0.64
110,9,2016-11-04,21:00:00,48.8,151.2,983.6,0.15
110,10,2016-11-05,03:00:00,50.0,151.2,984.6,-0.38
110,11,2016-11-05,09:00:00,50.0,152.5,988.6,-0.75
110,12,2016-11-05,15:00:00,50.0,153.8,994.3,-0.85
110,13,2016-11-05,21:00:00,50.0,152.5,999.6,-0.38
110,14,2016-11-06,03:00:00,50.0,150.0,999.3,-999
