1,cyclonegenesis date,2015-01-16T09:00:00+09:00
2,lifetime (hour),96
3,max. developing rate,1.62,42.5,150.0
4,minimum SLP,958.9,42.5,176.2
100,No. of timestep (or No. of lines),17
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2015-01-16,09:00:00,40.0,128.8,1017.4,-999
110,2,2015-01-16,15:00:00,38.8,130.0,1013.2,0.82
110,3,2015-01-16,21:00:00,38.8,135.0,1008.7,1.23
110,4,2015-01-17,03:00:00,40.0,138.8,1000.1,1.13
110,5,2015-01-17,09:00:00,41.2,142.5,996.4,0.88
110,6,2015-01-17,15:00:00,40.0,147.5,990.3,1.31
110,7,2015-01-17,21:00:00,42.5,150.0,982.1,1.62
110,8,2015-01-18,03:00:00,42.5,150.0,971.7,0.67
110,9,2015-01-18,09:00:00,41.2,152.5,974.4,-0.3
110,10,2015-01-18,15:00:00,41.2,162.5,975.0,0.36
110,11,2015-01-18,21:00:00,41.2,166.2,970.4,0.78
110,12,2015-01-19,03:00:00,41.2,168.8,966.3,0.51
110,13,2015-01-19,09:00:00,41.2,175.0,964.7,0.56
110,14,2015-01-19,15:00:00,42.5,177.5,960.0,0.51
110,15,2015-01-19,21:00:00,42.5,176.2,958.9,-0.17
110,16,2015-01-20,03:00:00,41.2,177.5,961.9,-0.65
110,17,2015-01-20,09:00:00,41.2,180.0,966.2,-999
