1,cyclonegenesis date,2016-11-03T09:00:00+09:00
2,lifetime (hour),54
3,max. developing rate,1.27,35.0,147.5
4,minimum SLP,975.4,47.5,172.5
100,No. of timestep (or No. of lines),10
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2016-11-03,09:00:00,32.5,145.0,1010.6,-999
110,2,2016-11-03,15:00:00,35.0,147.5,1003.1,1.26
110,3,2016-11-03,21:00:00,37.5,152.5,998.3,0.94
110,4,2016-11-04,03:00:00,38.8,156.2,993.4,0.83
110,5,2016-11-04,09:00:00,41.2,160.0,989.5,0.74
110,6,2016-11-04,15:00:00,43.8,163.8,985.1,0.94
110,7,2016-11-04,21:00:00,45.0,166.2,978.4,0.76
110,8,2016-11-05,03:00:00,46.2,170.0,976.0,0.24
110,9,2016-11-05,09:00:00,47.5,172.5,975.4,-0.08
110,10,2016-11-05,15:00:00,47.5,178.8,977.0,-999
