1,cyclonegenesis date,2016-04-14T15:00:00+09:00
2,lifetime (hour),120
3,max. developing rate,1.07,40.0,150.0
4,minimum SLP,971.9,46.2,156.2
100,No. of timestep (or No. of lines),22
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2016-04-14,15:00:00,37.5,143.8,1000.9,-999
110,2,2016-04-14,21:00:00,38.8,147.5,998.0,0.95
110,3,2016-04-15,03:00:00,40.0,150.0,990.8,1.07
110,4,2016-04-15,09:00:00,42.5,153.8,986.3,0.79
110,5,2016-04-15,15:00:00,43.8,151.2,981.7,0.93
110,6,2016-04-15,21:00:00,45.0,152.5,975.4,0.53
110,7,2016-04-15,21:00:00,45.0,152.5,975.4,0.22
110,8,2016-04-16,03:00:00,46.2,153.8,972.7,0.29
110,9,2016-04-16,09:00:00,46.2,156.2,971.9,0.03
110,10,2016-04-16,15:00:00,46.2,160.0,972.3,-0.2
110,11,2016-04-16,21:00:00,48.8,162.5,974.3,0.01
110,12,2016-04-17,03:00:00,51.2,165.0,972.2,0.18
110,13,2016-04-17,09:00:00,52.5,166.2,971.9,-0.07
110,14,2016-04-17,15:00:00,52.5,170.0,973.2,-0.32
110,15,2016-04-17,21:00:00,52.5,171.2,976.2,-0.5
110,16,2016-04-18,03:00:00,53.8,173.8,979.9,-0.55
110,17,2016-04-18,09:00:00,53.8,176.2,983.8,-0.53
110,18,2016-04-18,15:00:00,55.0,178.8,987.2,-0.29
110,19,2016-04-18,21:00:00,55.0,176.2,987.9,-0.09
110,20,2016-04-19,03:00:00,55.0,176.2,988.5,-0.07
110,21,2016-04-19,09:00:00,55.0,175.0,988.9,0.05
110,22,2016-04-19,15:00:00,53.8,173.8,987.8,-999
