1,cyclonegenesis date,2013-02-06T21:00:00+09:00
2,lifetime (hour),114
3,max. developing rate,1.26,40.0,133.8
4,minimum SLP,974.2,47.5,157.5
100,No. of timestep (or No. of lines),20
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2013-02-06,21:00:00,40.0,132.5,1010.3,-999
110,2,2013-02-07,03:00:00,40.0,133.8,1004.1,1.26
110,3,2013-02-07,09:00:00,41.2,136.2,996.6,0.97
110,4,2013-02-07,15:00:00,42.5,137.5,993.3,0.42
110,5,2013-02-07,21:00:00,42.5,137.5,991.8,-0.06
110,6,2013-02-08,03:00:00,42.5,140.0,994.0,0.19
110,7,2013-02-08,09:00:00,45.0,146.2,989.6,1.03
110,8,2013-02-08,15:00:00,45.0,146.2,981.6,0.88
110,9,2013-02-08,21:00:00,46.2,148.8,979.1,0.47
110,10,2013-02-09,03:00:00,46.2,151.2,975.8,0.34
110,11,2013-02-09,09:00:00,46.2,153.8,974.9,0.13
110,12,2013-02-09,15:00:00,47.5,157.5,974.2,0
110,13,2013-02-09,21:00:00,48.8,160.0,974.9,-0.09
110,14,2013-02-10,03:00:00,50.0,163.8,975.4,-0.11
110,15,2013-02-10,09:00:00,50.0,165.0,976.3,-0.39
110,16,2013-02-10,15:00:00,50.0,166.2,980.5,-0.59
110,17,2013-02-10,21:00:00,50.0,168.8,984.0,-0.45
110,18,2013-02-11,03:00:00,50.0,170.0,986.4,-0.42
110,19,2013-02-11,09:00:00,50.0,171.2,989.4,-0.38
110,20,2013-02-11,15:00:00,50.0,172.5,991.4,-999
