1,cyclonegenesis date,2020-02-04T15:00:00+09:00
2,lifetime (hour),48
3,max. developing rate,1.40,43.8,157.5
4,minimum SLP,974.9,45.0,160.0
100,No. of timestep (or No. of lines),9
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2020-02-04,15:00:00,40.0,133.8,1019.0,-999
110,2,2020-02-04,21:00:00,40.0,136.2,1016.9,0.71
110,3,2020-02-05,03:00:00,40.0,138.8,1011.3,0.64
110,4,2020-02-05,09:00:00,38.8,143.8,1009.9,0.78
110,5,2020-02-05,15:00:00,40.0,147.5,1003.0,0.94
110,6,2020-02-05,21:00:00,40.0,152.5,999.6,1.07
110,7,2020-02-06,03:00:00,42.5,155.0,991.3,1.33
110,8,2020-02-06,09:00:00,43.8,157.5,984.3,1.4
110,9,2020-02-06,15:00:00,45.0,160.0,974.9,-999
