1,cyclonegenesis date,2014-03-19T15:00:00+09:00
2,lifetime (hour),102
3,max. developing rate,1.27,35.0,137.5
4,minimum SLP,965.7,45.0,152.5
100,No. of timestep (or No. of lines),18
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2014-03-19,15:00:00,27.5,118.8,1008.9,-999
110,2,2014-03-19,21:00:00,30.0,127.5,1011.9,0.14
110,3,2014-03-20,03:00:00,31.2,131.2,1007.7,0.76
110,4,2014-03-20,09:00:00,32.5,133.8,1005.2,1.07
110,5,2014-03-20,15:00:00,35.0,137.5,997.9,1.27
110,6,2014-03-20,21:00:00,36.2,141.2,992.8,1.24
110,7,2014-03-21,03:00:00,37.5,143.8,985.5,1.24
110,8,2014-03-21,09:00:00,40.0,146.2,980.0,1.19
110,9,2014-03-21,15:00:00,41.2,147.5,972.5,0.84
110,10,2014-03-21,21:00:00,43.8,150.0,970.6,0.58
110,11,2014-03-22,03:00:00,45.0,152.5,965.7,0.28
110,12,2014-03-22,09:00:00,46.2,153.8,967.3,-0.17
110,13,2014-03-22,15:00:00,48.8,156.2,967.8,-0.27
110,14,2014-03-22,21:00:00,50.0,157.5,970.8,-0.32
110,15,2014-03-23,03:00:00,51.2,158.8,971.9,-0.26
110,16,2014-03-23,09:00:00,52.5,158.8,974.3,-0.31
110,17,2014-03-23,15:00:00,53.8,158.8,976.1,-0.31
110,18,2014-03-23,21:00:00,53.8,160.0,978.6,-999
