1,cyclonegenesis date,2015-12-22T03:00:00+09:00
2,lifetime (hour),72
3,max. developing rate,1.18,37.5,158.8
4,minimum SLP,965.3,55.0,180.0
100,No. of timestep (or No. of lines),13
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2015-12-22,03:00:00,37.5,151.2,1010.8,-999
110,2,2015-12-22,09:00:00,37.5,155.0,1006.2,1.09
110,3,2015-12-22,15:00:00,37.5,158.8,999.5,1.18
110,4,2015-12-22,21:00:00,38.8,163.8,994.0,0.92
110,5,2015-12-23,03:00:00,40.0,167.5,989.7,0.69
110,6,2015-12-23,09:00:00,42.5,171.2,986.5,0.52
110,7,2015-12-23,15:00:00,45.0,175.0,983.7,0.58
110,8,2015-12-23,21:00:00,48.8,177.5,979.5,0.77
110,9,2015-12-24,03:00:00,51.2,178.8,973.9,0.72
110,10,2015-12-24,09:00:00,52.5,178.8,970.0,0.48
110,11,2015-12-24,15:00:00,53.8,178.8,967.4,0.2
110,12,2015-12-24,21:00:00,53.8,180.0,967.2,0.15
110,13,2015-12-25,03:00:00,55.0,180.0,965.3,-999
