1,cyclonegenesis date,2013-12-17T09:00:00+09:00
2,lifetime (hour),186
3,max. developing rate,1.73,36.2,147.5
4,minimum SLP,961.7,47.5,168.8
100,No. of timestep (or No. of lines),32
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2013-12-17,09:00:00,26.2,126.2,1008.7,-999
110,2,2013-12-17,15:00:00,27.5,127.5,1005.5,0.31
110,3,2013-12-17,21:00:00,27.5,128.8,1006.3,0.31
110,4,2013-12-18,03:00:00,28.8,130.0,1003.1,0.28
110,5,2013-12-18,09:00:00,28.8,132.5,1004.0,0.27
110,6,2013-12-18,15:00:00,30.0,135.0,1000.9,0.24
110,7,2013-12-18,21:00:00,31.2,137.5,1002.0,-0.11
110,8,2013-12-19,03:00:00,31.2,140.0,1001.9,-0.25
110,9,2013-12-19,09:00:00,31.2,142.5,1004.2,-0.16
110,10,2013-12-19,15:00:00,31.2,143.8,1003.3,0.09
110,11,2013-12-19,21:00:00,32.5,142.5,1003.4,0.6
110,12,2013-12-20,03:00:00,33.8,143.8,997.8,1.01
110,13,2013-12-20,09:00:00,35.0,145.0,993.9,1.24
110,14,2013-12-20,15:00:00,36.2,147.5,985.7,1.73
110,15,2013-12-20,21:00:00,37.5,147.5,976.6,1.52
110,16,2013-12-21,03:00:00,37.5,150.0,970.0,0.69
110,17,2013-12-21,09:00:00,38.8,152.5,969.5,0.07
110,18,2013-12-21,15:00:00,38.8,155.0,969.3,0.08
110,19,2013-12-21,21:00:00,40.0,158.8,968.6,0.28
110,20,2013-12-22,03:00:00,41.2,161.2,966.2,0.27
110,21,2013-12-22,09:00:00,42.5,163.8,965.6,0.22
110,22,2013-12-22,15:00:00,43.8,165.0,963.7,0.17
110,23,2013-12-22,21:00:00,45.0,166.2,963.6,0.13
110,24,2013-12-23,03:00:00,46.2,167.5,962.2,0.1
110,25,2013-12-23,09:00:00,47.5,167.5,962.4,0.04
110,26,2013-12-23,15:00:00,47.5,168.8,961.7,-0.05
110,27,2013-12-23,21:00:00,47.5,168.8,963.0,-0.15
110,28,2013-12-24,03:00:00,47.5,170.0,963.6,-0.34
110,29,2013-12-24,09:00:00,47.5,172.5,967.2,-0.54
110,30,2013-12-24,15:00:00,47.5,175.0,970.4,-0.54
110,31,2013-12-24,21:00:00,48.8,177.5,974.0,-0.38
110,32,2013-12-25,03:00:00,48.8,180.0,975.2,-999
