1,cyclonegenesis date,2017-02-02T03:00:00+09:00
2,lifetime (hour),78
3,max. developing rate,1.76,41.2,156.2
4,minimum SLP,960.3,45.0,161.2
100,No. of timestep (or No. of lines),14
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2017-02-02,03:00:00,38.8,152.5,988.4,-999
110,2,2017-02-02,09:00:00,41.2,156.2,980.9,1.76
110,3,2017-02-02,15:00:00,43.8,158.8,968.7,1.68
110,4,2017-02-02,21:00:00,43.8,158.8,961.2,0.72
110,5,2017-02-03,03:00:00,45.0,161.2,960.3,-0.04
110,6,2017-02-03,09:00:00,45.0,162.5,961.7,-0.14
110,7,2017-02-03,15:00:00,46.2,163.8,962.0,-0.14
110,8,2017-02-03,21:00:00,47.5,165.0,963.4,-0.27
110,9,2017-02-04,03:00:00,47.5,165.0,965.4,-0.42
110,10,2017-02-04,09:00:00,48.8,165.0,968.6,-0.49
110,11,2017-02-04,15:00:00,48.8,165.0,971.7,-0.55
110,12,2017-02-04,21:00:00,50.0,163.8,975.6,-0.76
110,13,2017-02-05,03:00:00,50.0,162.5,981.6,-0.98
110,14,2017-02-05,09:00:00,51.2,160.0,988.4,-999
