1,cyclonegenesis date,2020-06-01T15:00:00+09:00
2,lifetime (hour),78
3,max. developing rate,1.00,48.8,113.8
4,minimum SLP,983.5,48.8,117.5
100,No. of timestep (or No. of lines),14
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2020-06-01,15:00:00,45.0,111.2,994.0,-999
110,2,2020-06-01,21:00:00,45.0,111.2,993.9,-0.19
110,3,2020-06-02,03:00:00,48.8,111.2,996.3,0.28
110,4,2020-06-02,09:00:00,48.8,113.8,990.3,1
110,5,2020-06-02,15:00:00,48.8,117.5,983.5,0.2
110,6,2020-06-02,21:00:00,48.8,117.5,987.7,-0.31
110,7,2020-06-03,03:00:00,48.8,117.5,987.5,-0.09
110,8,2020-06-03,09:00:00,47.5,121.2,988.8,-0.22
110,9,2020-06-03,15:00:00,46.2,122.5,990.3,-0.47
110,10,2020-06-03,21:00:00,45.0,125.0,994.6,-0.51
110,11,2020-06-04,03:00:00,46.2,128.8,996.4,-0.28
110,12,2020-06-04,09:00:00,46.2,131.2,998.0,-0.21
110,13,2020-06-04,15:00:00,45.0,133.8,999.0,-0.09
110,14,2020-06-04,21:00:00,43.8,137.5,999.04,-999
