1,cyclonegenesis date,2016-04-16T03:00:00+09:00
2,lifetime (hour),90
3,max. developing rate,1.36,37.5,128.8
4,minimum SLP,976.2,41.2,135.0
100,No. of timestep (or No. of lines),16
100,timestep,date,time,lat,lon,SLP,develop_rate
110,1,2016-04-16,03:00:00,27.5,111.2,1001.2,-999
110,2,2016-04-16,09:00:00,32.5,117.5,1001.2,0.44
110,3,2016-04-16,15:00:00,33.8,121.2,997.2,0.95
110,4,2016-04-16,21:00:00,36.2,125.0,992.2,1.08
110,5,2016-04-17,03:00:00,37.5,128.8,986.4,1.36
110,6,2016-04-17,09:00:00,40.0,132.5,978.1,0.94
110,7,2016-04-17,15:00:00,41.2,135.0,976.2,-0.58
110,8,2016-04-17,21:00:00,43.8,140.0,984.6,-0.74
110,9,2016-04-18,03:00:00,45.0,146.2,984.9,-0.45
110,10,2016-04-18,09:00:00,45.0,148.8,990.0,-0.66
110,11,2016-04-18,15:00:00,46.2,153.8,992.8,-0.26
110,12,2016-04-18,21:00:00,46.2,155.0,993.2,0.25
110,13,2016-04-19,03:00:00,47.5,158.8,989.7,0.38
110,14,2016-04-19,09:00:00,47.5,162.5,988.4,0.3
110,15,2016-04-19,15:00:00,48.8,168.8,985.9,0.39
110,16,2016-04-19,21:00:00,48.8,175.0,983.4,-999
